POSTCODE;SIZE;NUMBER_OF_ROOMS;PRICE;COORDINATES;ZBEZ
1130;118;4;2300;48.181827,16.257252;1304
1190;120;4;2300;48.23933,16.3451;1909
1010;125;3;2300;48.2124188,16.3681392;0106
1030;130;0;2300;48.1958348,16.3984411;0306
1120;149;5;2300;48.17198,16.32911;1208
1160;284;0;2300;48.2098407,16.3256819;1610
1020;134;3;2299.52;48.20592,16.399;0206
1010;121;4;2298.81;48.2165963,16.3705852;0105
1010;121;4;2298.81;48.2162645,16.3694019;0105
1030;131;3;2298.49;48.1941134,16.3953555;0305
1030;131;3;2298.49;48.19776171,16.3862834;0309
1030;131;3;2298.49;48.1985005,16.3879901;0309
1010;131;4;2295.25;48.2149193,16.3685538;0105
1010;131;4;2295;48.2106513,16.3748492;0101
1010;131;4;2295;48.2106513,16.3748492;0101
1010;131;4;2295;48.21072418,16.3710431;0106
1050;140;4;2295;48.18732743,16.35595993;0503
1070;145;0;2293.12;48.20047,16.35065;0702
1020;96;3;2290;48.2222106,16.3852739;0202
1010;113;3;2290;48.20985,16.37452;0101
1010;119;3;2290;48.2082647,16.3739206;0101
1140;120;4;2290;48.221043,16.227705;1412
1070;135;3;2288.24;48.20491444,16.3395394;0705
1040;117;3;2287.92;48.19930828,16.37143768;0401
1080;179;5;2286.9;48.20844619,16.35077848;0802
1220;131;4;2283;48.2152329,16.4840611;2223
1120;102;4;2281;48.18025,16.32522;1206
1100;160;5;2280.43;48.18190133,16.37684234;1022
1010;120;3;2280;48.2082647,16.3739206;0101
1010;120;4;2280;48.20991079,16.37060459;0107
1010;148;4;2273;48.2039384,16.3713605;0101
1070;126;3;2270.4;48.20562449,16.34179986;0705
1080;138;5;2270.1;48.20757554,16.35385111;0802
1080;138;5;2270.1;48.20757554,16.35385111;0802
1220;109;3;2270;48.2503126,16.4401522;2209
1130;185;5;2270;48.179567,16.261349;1305
1070;174;4;2264.5;48.19926875,16.34705218;0703
1120;102;4;2263.8;48.17198,16.32911;1208
1130;154;5;2262.93;48.17877672,16.28609028;1306
1130;154;4;2262.93;48.17844312,16.28295707;1306
1080;136;4;2262;48.21512,16.34897;0801
1080;136;4;2262;48.21512,16.34897;0801
1080;136;4;2262;48.21512,16.34897;0801
1220;119;4;2260.97;48.25690841674805,16.448869705200195;2208
1040;105;3;2258.06;48.19178,16.36869;0403
1190;120;4;2252.17;48.246478,16.349788;1905
1010;129;0;2251.25;48.20953527,16.37299123;0107
1010;130;3;2250.6;48.2094501,16.3740638;0101
1060;111;4;2250;48.200442,16.3599022;0601
1060;111;4;2250;48.1944991,16.3502336;0602
1010;128;4;2250;48.2082647,16.3739206;0101
1130;138;4;2250;48.18841658,16.27634584;1304
1080;140;3;2250;48.2108474,16.35386544;0802
1080;140;3;2250;48.21005,16.35459;0802
1080;140;3;2250;48.21005,16.35459;0802
1140;150;4;2250;48.18948,16.30846;1403
1030;160;6;2250;48.1958348,16.3984411;0306
1030;129;4;2249.95;48.20198728,16.38625423;0309
1190;133;5;2249.09;48.2499405,16.3261549;1907
1140;128;3;2249.08;48.19796,16.279;1408
1210;108;3;2245;48.26361,16.45336;2106
1060;145;3;2245;48.19496801,16.35075399;0602
1070;155;4;2234;48.20212,16.3491;0701
1150;118;5;2231.03;48.20339,16.33501;1501
1070;155;4;2225;48.20212,16.3491;0701
1070;155;4;2225;48.20574,16.34432;0705
1070;155;4;2225;48.20212,16.3491;0701
1070;155;4;2225;48.20574,16.34432;0705
1070;155;4;2225;48.20212,16.3491;0701
1090;143;4;2224.2;48.22238727,16.36026129;0905
1090;134;5;2223.34;48.2233458,16.3643632;0902
1090;134;5;2223.34;48.2233458,16.3643632;0902
1090;143;4;2218.3;48.2248956,16.356965;0901
1030;126;3;2214.3;48.1958348,16.3984411;0306
1020;153;4;2213.54;48.2075095,16.3986348;0206
1040;143;5;2213.41;48.197389,16.3687421;0401
1080;136;3;2212;48.21235037,16.34116574;0803
1140;99;3;2211.48;48.19092927,16.30711571;1403
1030;137;3;2202.93;48.1985005,16.3879901;0309
1040;188;2;2200.01;48.19262056,16.36944746;0403
1090;90;3;2200;48.22722,16.35567;0901
1190;93;4;2200;48.2499405,16.3261549;1907
1080;95;3;2200;48.20713,16.35051;0802
1030;108;3;2200;48.20065844,16.38680336;0309
1030;137;3;2200;48.1941134,16.3953555;0305
1180;148;4;2200;48.23355654,16.3137124;1805
1220;150;5;2200;48.25004,16.442049;2208
1180;152;6;2200;48.22344,16.33665;1803
1180;152;6;2200;48.22344,16.33665;1803
1040;188;2;2200;48.19262056,16.36944746;0403
1030;220;9;2200;48.20833351,16.39323203;0301
1150;141;3;2199.32;48.1879999,16.3335888;1504
1050;110;4;2199;48.1889665,16.3545008;0503
1050;110;4;2199;48.18732743,16.35595993;0503
1050;110;4;2199;48.18732743,16.35595993;0503
1050;110;4;2199;48.18732743,16.35595993;0503
1050;110;4;2199;48.18844147,16.35486348;0503
1050;110;4;2199;48.188155,16.3532657;0503
1010;115;3;2199;48.2104235,16.3758383;0101
1010;115;3;2199;48.2103284,16.37766474;0101
1130;142;5;2198;48.17320549,16.29819387;1307
1130;136;5;2197.17;48.1757408,16.2586298;1305
1010;107;2;2195;48.2097611,16.3666544;0106
1010;107;2;2195;48.2082647,16.3739206;0101
1010;107;2;2195;48.2149193,16.3685538;0105
1010;107;2;2195;48.2097611,16.3666544;0106
1180;124;4;2195;48.22639011,16.33853504;1802
1040;124;4;2195;48.18738,16.36635324;0404
1040;124;3;2195;48.1918841,16.3710632;0402
1180;124;4;2195;48.22762232,16.33775675;1802
1180;124;4;2195;48.22762232,16.33775675;1802
1030;126;4;2190;48.1941134,16.3953555;0305
1140;207;5;2190;48.20181215,16.27567276;1408
1140;210;6;2190;48.20181215,16.27567276;1408
1140;210;0;2190;48.1929,16.30604;1404
1180;123;3;2189;48.24155721,16.30775838;1805
1070;146;4;2183.22;48.20398051,16.34598535;0704
1190;139;3;2182.43;48.2574112,16.3089301;1907
1230;119;3;2180.95;48.15010931,16.2669629;2314
1230;119;3;2180.95;48.15010931,16.2669629;2314
1230;147;3;2180.83;48.15058675,16.26871157;2314
1010;121;3;2180.17;48.2082647,16.3739206;0101
1010;128;4;2178.18;48.21344607,16.37484338;0107
1180;135;5;2177.96;48.22344,16.33665;1803
1010;130;3;2175.39;48.20923503,16.37873483;0101
1030;162;5;2175;48.1958348,16.3984411;0306
1130;100;3;2174.19;48.1877994,16.29445412;1303
1090;145;3;2169.5;48.222573,16.3612167;0902
1010;94;2;2165.42;48.2082647,16.3739206;0101
1010;94;2;2165;48.2149193,16.3685538;0105
1150;118;4;2163.07;48.1879999,16.3335888;1504
1050;94;3;2160;48.18382,16.36057;0502
1030;120;4;2158.29;48.1958348,16.3984411;0306
1190;125;4;2157.04;48.25630031,16.35608585;1901
1220;104;3;2156.91;48.2362074,16.42171224;2232
1190;106;3;2156.9;48.2499405,16.3261549;1907
1090;137;3;2156.74;48.2248956,16.356965;0901
1040;141;4;2156;48.1905285,16.3779264;0402
1140;125;4;2151;48.20181215,16.27567276;1408
1220;104;4;2150;48.24854894,16.43245364;2210
1040;135;5;2150;48.19262056,16.36944746;0403
1090;105;4;2149.98;48.21488655,16.36041639;0906
1090;105;4;2149.98;48.2168453,16.3627984;0905
1090;105;4;2149.98;48.21488655,16.36041639;0906
1090;105;4;2149.98;48.2168453,16.3627984;0905
1090;105;4;2149.98;48.21488655,16.36041639;0906
1090;105;4;2149.98;48.2168453,16.3627984;0905
1190;130;2;2145;48.25232,16.32513;1907
1080;138;3;2145;48.2151701,16.3464298;0801
1080;138;3;2145;48.2151701,16.3464298;0801
1130;142;4;2142.72;48.175741,16.25863;1305
1010;129;4;2142.69;48.2119949,16.3729336;0106
1120;129;5;2140;48.17198,16.32911;1208
1010;114;3;2138.81;48.20523039,16.37252771;0101
1010;114;3;2138.8;48.20523039,16.37252771;0101
1040;160;5;2136.58;48.19304967,16.36368273;0403
1040;89;3;2130;48.19874,16.36463;0401
1030;130;4;2130;48.2061362,16.3875223;0302
1190;153;4;2128.1;48.2574112,16.3089301;1907
1120;106;4;2127;48.18025,16.32522;1206
1190;104;4;2126.83;48.23758191,16.35345721;1904
1170;100;4;2119.8;48.21524,16.33337;1702
1020;88;0;2110;48.21386,16.37846;0204
1060;121;4;2104.59;48.1980406,16.3606796;0601
1060;121;4;2104.59;48.19922698,16.36166622;0601
1040;197;5;2102.88;48.18988,16.3724;0402
1220;92;3;2100;48.24338,16.4405;2213
1060;99;3;2100;48.19554,16.35082;0603
1010;111;2;2100;48.2099,16.3743;0101
1130;117;5;2100;48.18518,16.29678;1302
1010;124;3;2100;48.2082647,16.3739206;0101
1040;135;0;2100;48.1899,16.3776846;0402
1140;153;4;2099.99;48.20181215,16.27567276;1408
1140;153;4;2099.99;48.20181215,16.27567276;1408
1090;118;4;2099.1;48.2166159,16.3648467;0905
1080;136;3;2099;48.21235037,16.34116574;0803
1010;124;3;2098.9;48.2122486,16.3679241;0106
1190;101;4;2095.01;48.24761852,16.34871248;1905
1040;91;2;2095;48.19784405,16.36420727;0403
1040;91;2;2095;48.19262056,16.36944746;0403
1190;100;4;2095;48.2464777,16.349788;1905
1050;136;4;2091.54;48.191884,16.371063;0402
1090;130;4;2090;48.22224673,16.3536414;0901
1220;99;4;2088.64;48.2436005,16.4330928;2210
1060;160;3;2086.34;48.1902895,16.3491555;0602
1040;130;5;2078.04;48.1918841,16.3710632;0402
1040;131;5;2075;48.19262056,16.36944746;0403
1060;90;3;2070;48.1953,16.34691;0603
1190;165;8;2066.63;48.23553552,16.33804468;1909
1150;219;3;2065.6;48.1879999,16.3335888;1504
1190;90;3;2060;48.24986,16.35802;1905
1190;104;3;2057.12;48.23838237,16.34253594;1909
1090;90;3;2050;48.22722,16.35567;0901
1070;168;5;2048.72;48.20619474,16.35213028;0701
1020;117;3;2047.19;48.21428491,16.38486039;0205
1230;142;4;2047.02;48.14408006,16.29151928;2307
1060;123;3;2042.89;48.19975397,16.36389794;0601
1030;121;4;2040.09;48.1941134,16.3953555;0305
1080;128;4;2040.09;48.2151701,16.3464298;0801
1220;110;3;2040;48.25236188,16.44095744;2209
1130;120;4;2035;48.19013,16.28058;1303
1030;84;3;2033.75;48.21004169,16.38867634;0301
1090;127;4;2028.05;48.22301445,16.35589058;0901
1030;107;4;2026.68;48.18788122,16.39784144;0311
1140;135;4;2025.5;48.20507409,16.25553456;1410
1220;104;3;2024.49;48.2152329,16.4840611;2223
1120;101;0;2023.63;48.17812647,16.33099187;1205
1130;129;4;2020.35;48.17535568,16.28261912;1306
1010;87;3;2018.5;48.2149193,16.3685538;0105
1150;83;3;2000;48.1879999,16.3335888;1504
1030;85;3;2000;48.21231,16.38848;0301
1190;95;3;2000;48.265968,16.340522;1901
1190;95;3;2000;48.265968,16.340522;1901
1190;105;3;2000;48.2499405,16.3261549;1907
1040;113;4;2000;48.18571,16.36849;0404
1040;113;4;2000;48.18571,16.36849;0404
1040;113;4;2000;48.18571,16.36849;0404
1150;120;5;2000;48.1879999,16.3335888;1504
1190;130;3;2000;48.2555528,16.3215915;1906
1190;94;4;1999.8;48.2499405,16.3261549;1907
1100;108;4;1999.34;48.1782397,16.3661572;1006
1040;112;4;1999.32;48.18745984,16.3714815;0404
1020;133;4;1999.12;48.222,16.37207;0203
1020;133;4;1999.12;48.222,16.37207;0203
1020;133;4;1999.12;48.222,16.37207;0203
1190;104;3;1999;48.23838237,16.34253594;1909
1190;104;3;1999;48.2399,16.324;1910
1190;104;3;1999;48.239033,16.3306162;1910
1050;110;4;1999;48.18732743,16.35595993;0503
1090;114;4;1999;48.2163333,16.3570372;0906
1160;137;6;1999;48.21442434,16.31271776;1604
1160;137;6;1999;48.21442434,16.31271776;1604
1010;145;3;1999;48.21570615,16.36638039;0105
1190;131;5;1998.99;48.23416103,16.34950851;1904
1190;131;5;1998.99;48.23416103,16.34950851;1904
1180;126;5;1998.98;48.2376193,16.3159316;1805
1190;85;3;1998.94;48.2392085,16.3518576;1904
1020;101;3;1998.92;48.22247113,16.37516162;0203
1020;105;3;1998.92;48.22285876,16.37495069;0203
1070;177;4;1998.18;48.19789152,16.34144372;0703
1100;111;0;1998.1;48.16892221,16.38041897;1003
1130;118;3;1998;48.181827,16.257252;1304
1130;143;4;1997;48.18898479,16.27965877;1303
1140;135;4;1996.42;48.20507409,16.25553456;1410
1140;124;4;1996.41;48.2049828,16.25581315;1410
1140;124;4;1996;48.20181215,16.27567276;1408
1140;124;4;1996;48.20655,16.2557;1410
1140;124;4;1996;48.20181215,16.27567276;1408
1010;102;4;1995.01;48.20922137,16.38165999;0102
1010;120;3;1995.01;48.20609202,16.3741281;0101
1010;89;2;1995;48.2075038,16.3754192;0101
1220;96;4;1995;48.24908,16.42943;2210
1180;102;3;1995;48.23869,16.31187;1805
1070;107;3;1995;48.20225,16.35312;0701
1180;110;4;1995;48.22856,16.3359;1802
1170;117;4;1995;48.2208058,16.334126;1701
1010;120;3;1995;48.2082647,16.3739206;0101
1220;121;3;1995;48.2257165,16.4593949;2219
1080;134;4;1995;48.2151701,16.3464298;0801
1010;119;2;1994.99;48.2149193,16.3685538;0105
1060;111;4;1994.89;48.19053,16.34114;0602
1170;110;3;1994.66;48.2284382,16.2823936;1705
1030;108;4;1994.3;48.1958348,16.3984411;0306
1020;84;3;1993.45;48.23065735,16.37549895;2003
1200;84;3;1993.45;48.22998503,16.37426575;2003
1040;130;4;1993.05;48.19291607,16.37495792;0402
1070;87;3;1992.58;48.19920547,16.34916496;0703
1220;102;4;1992.12;48.2476,16.434;2210
1180;110;3;1990.76;48.22344,16.33665;1803
1070;107;3;1990.55;48.20225,16.35312;0701
1070;107;3;1990.55;48.20225,16.35312;0701
1100;98;3;1990;48.17087152,16.37219972;1005
1010;101;3;1990;48.2071813,16.3767626;0101
1010;101;3;1990;48.20591532,16.3780435;0102
1010;101;3;1990;48.2071813,16.3767626;0101
1220;102;3;1990;48.22418,16.45304;2219
1220;104;3;1990;48.24785,16.43426;2210
1220;105;3;1990;48.24785,16.43426;2210
1220;105;3;1990;48.24785,16.43426;2210
1130;110;3;1990;48.18575826,16.29785955;1302
1160;119;4;1990;48.21442434,16.31271776;1604
1160;119;4;1990;48.21442434,16.31271776;1604
1010;120;0;1990;48.20652393,16.37497592;0101
1010;120;0;1990;48.20652393,16.37497592;0101
1190;124;4;1990;48.25398,16.29105;1910
1190;124;4;1990;48.25398,16.29105;1910
1040;131;4;1990;48.19262056,16.36944746;0403
1230;139;5;1990;48.132456,16.2800708;2311
1190;200;6;1990;48.25893,16.3574;1901
1190;90;3;1989.9;48.265968,16.340522;1901
1030;140;4;1988.45;48.18218,16.39808;0308
1190;149;3;1985.47;48.2384023,16.354423;1904
1070;106;4;1983.07;48.20699373,16.34266712;0705
1030;130;5;1982.53;48.1958348,16.3984411;0306
1040;123;3;1980.69;48.19513,16.37134;0402
1040;124;3;1980.69;48.19513,16.37134;0402
1040;124;3;1980.69;48.19513,16.37134;0402
1040;124;3;1980.69;48.19262056,16.36944746;0403
1220;81;3;1980;48.22924259,16.422769;2211
1190;88;3;1980;48.2499405,16.3261549;1907
1060;90;3;1980;48.1953,16.34691;0603
1190;100;3;1980;48.265968,16.340522;1901
1040;140;0;1980;48.18571,16.36849;0404
1060;151;4;1980;48.19425,16.34823;0603
1020;90;4;1979.75;48.2232572,16.3966296;0201
1010;131;4;1979.36;48.21353135,16.36128318;0104
1140;87;3;1979;48.1918,16.3055;1403
1040;120;5;1976;48.19028543,16.37452661;0402
1040;120;5;1976;48.19028543,16.37452661;0402
1220;82;3;1975;48.22731,16.421882;2211
1220;82;3;1975;48.22731,16.421882;2211
1220;82;3;1975;48.22715991,16.41983415;2211
1220;82;3;1975;48.2351828,16.4810643;2206
1220;82;3;1974.5;48.2152329,16.4840611;2223
1130;111;4;1972;48.1876,16.28577;1303
1030;146;4;1972;48.1982,16.38162;0303
1040;167;5;1971.88;48.1860999,16.3734726;0402
1090;139;4;1968.34;48.2272304,16.36145209;0901
1050;133;4;1965.6;48.18368261,16.36514937;0502
1190;153;4;1965.36;48.2395115,16.3584449;1904
1170;87;3;1961.92;48.22571009,16.30757058;1703
1010;98;3;1960.13;48.20658882,16.37579635;0101
1010;98;3;1960;48.20566832,16.37415054;0101
1050;110;3;1959.69;48.1883887,16.3501564;0504
1050;110;3;1959.68;48.189329,16.353345;0504
1050;110;3;1959.68;48.18851,16.35058;0504
1030;103;3;1958.97;48.1994015,16.3839029;0303
1030;103;3;1958.97;48.2010763,16.38604829;0309
1030;103;3;1958.97;48.2010763,16.38604829;0309
1070;86;3;1958.91;48.2027517,16.3468287;0704
1070;86;3;1958.91;48.2027517,16.3468287;0704
1170;170;6;1958.43;48.2209329,16.3330663;1701
1130;93;3;1957.11;48.1877994,16.29445412;1303
1060;103;0;1956.62;48.1986856,16.3624375;0601
1170;132;4;1954.62;48.23292,16.29147;1705
1190;111;4;1950.7;48.2370833,16.3327348;1910
1190;111;4;1950.7;48.24180848,16.32262184;1910
1040;108;3;1950.01;48.19880385,16.37077545;0401
1040;109;3;1950.01;48.19782155,16.37063363;0401
1190;86;0;1950;48.25882839,16.35815932;1901
1010;94;2;1950;48.2082647,16.3739206;0101
1180;96;4;1950;48.22344,16.33665;1803
1130;96;3;1950;48.17693,16.2825;1306
1130;102;4;1950;48.1722534,16.2793353;1309
1220;109;3;1950;48.2503126,16.4401522;2209
1040;115;3;1950;48.19262056,16.36944746;0403
1010;115;2;1950;48.2082647,16.3739206;0101
1130;118;4;1950;48.17535568,16.28261912;1306
1010;124;3;1950;48.2149193,16.3685538;0105
1010;124;3;1950;48.2082647,16.3739206;0101
1020;134;4;1950;48.22826,16.39186;0201
1220;135;4;1950;48.2152329,16.4840611;2223
1130;147;4;1950;48.17535568,16.28261912;1306
1230;170;7;1950;48.14099,16.29379;2306
1030;113;2;1949.99;48.198,16.3812;0303
1030;128;4;1949;48.188955,16.3994183;0305
1030;128;4;1949;48.188955,16.3994183;0305
1010;124;3;1948.9;48.2122486,16.3679241;0106
1010;116;3;1947;48.2081743,16.3738189;0101
1010;116;3;1947;48.2038108,16.3718681;0101
1080;103;4;1944.4;48.21215416,16.34017892;0803
1010;117;3;1943.48;48.20486606,16.36347174;0104
1130;142;4;1936;48.17535568,16.28261912;1306
1040;79;2;1931.39;48.19262056,16.36944746;0403
1070;147;4;1930.4;48.2022989,16.3404288;0704
1120;106;4;1930.01;48.1798529,16.3241365;1206
1120;106;4;1930;48.1798529,16.3241365;1206
1140;131;5;1930;48.20462,16.27535;1408
1180;138;4;1929.14;48.2358641,16.3191645;1805
1180;138;4;1929.14;48.2358641,16.3191645;1805
1010;150;3;1928.81;48.2121848,16.36978684;0106
1220;105;3;1927.49;48.2476,16.434;2210
1190;104;3;1927.17;48.23945084,16.34737522;1909
1160;119;2;1925.31;48.2177255,16.3065989;1606
1070;133;4;1922;48.20322954,16.34679923;0704
1140;112;3;1921.32;48.20181215,16.27567276;1408
1050;86;3;1920;48.18382,16.36057;0502
1040;89;3;1920;48.1899,16.3776846;0402
1100;97;4;1920;48.17732,16.37713;1022
1030;120;0;1920;48.1958348,16.3984411;0306
1010;149;3;1920;48.21759,16.36877;0105
1190;142;3;1919.82;48.2384023,16.354423;1904
1010;82;3;1917.35;48.20902026,16.37156889;0107
1070;86;3;1916.95;48.200315,16.348019;0703
1040;109;3;1914.24;48.19782155,16.37063363;0401
1040;109;3;1914.24;48.19782155,16.37063363;0401
1080;136;0;1914;48.21512,16.34897;0801
1080;136;4;1914;48.21512,16.34897;0801
1070;91;3;1911.79;48.2027517,16.3468288;0704
1080;126;3;1909;48.21067,16.35175;0802
1080;126;3;1909;48.21067,16.35175;0802
1080;126;3;1909;48.21067,16.35175;0802
1120;102;4;1908.92;48.17198,16.32911;1208
1080;125;3;1908.71;48.2151701,16.3464298;0801
1010;93;3;1906.66;48.2058368,16.37256865;0101
1040;84;3;1905;48.1899,16.3776846;0402
1130;110;4;1902.01;48.19119958,16.27334216;1303
1090;109;4;1900;48.22535,16.35356;0904
1020;112;4;1900;48.21890564,16.38948065;0201
1020;112;4;1900;48.2028,16.41967;0208
1030;126;2;1900;48.20130666,16.38405383;0303
1090;130;4;1900;48.2248956,16.356965;0901
1040;130;4;1900;48.1899,16.37569;0402
1030;134;4;1900;48.2110518,16.38907;0301
1180;148;4;1900;48.23355654,16.3137124;1805
1080;79;3;1899.91;48.20833425,16.34241663;0803
1080;79;3;1899.91;48.2085,16.34097;0803
1080;79;3;1899.91;48.20833425,16.34241663;0803
1130;88;3;1899.14;48.1877994,16.29445412;1303
1190;91;3;1899;48.25627686,16.36130656;1901
1020;94;3;1899;48.21890564,16.38948065;0201
1200;98;4;1899;48.2418253,16.3748763;2007
1200;98;3;1899;48.2397831,16.3766238;2007
1130;113;4;1899;48.18762785,16.27552605;1304
1140;124;4;1899;48.2109086,16.2540967;1410
1180;132;4;1898.88;48.2324974,16.3197308;1804
1140;106;4;1898.46;48.2025,16.2986;1405
1140;106;3;1897.18;48.2025,16.2986;1405
1080;121;3;1896.63;48.21334461,16.34448255;0803
1180;83;2;1895;48.224521,16.339702;1803
1050;92;2;1895;48.1874749,16.35909238;0503
1070;101;3;1895;48.20322954,16.34679923;0704
1050;114;3;1895;48.19326142,16.35755561;0501
1190;123;3;1894.72;48.25555829,16.36680572;1902
1190;123;3;1894.72;48.250996,16.3653526;1902
1190;101;4;1894.01;48.24761852,16.34871248;1905
1100;129;5;1890.9;48.1744866,16.3678354;1005
1100;129;5;1890.9;48.1744866,16.3678354;1005
1030;82;3;1890;48.1958348,16.3984411;0306
1040;84;3;1890;48.1899,16.3776846;0402
1180;84;2;1890;48.22559432,16.34542233;1802
1010;95;4;1890;48.2028358,16.3674445;0103
1010;95;4;1890;48.2034319,16.36561367;0103
1180;102;3;1890;48.2387,16.3119;1805
1030;102;4;1890;48.1832641,16.3923392;0308
1010;119;3;1890;48.21590631,16.37174519;0105
1140;120;4;1890;48.20181215,16.27567276;1408
1030;146;4;1890;48.198151,16.38603808;0309
1010;149;3;1890;48.21759,16.36877;0105
1010;149;3;1890;48.21759,16.36877;0105
1020;94;3;1889.99;48.224045,16.402415;0209
1040;118;4;1889;48.1911184,16.3652725;0403
1090;139;5;1885.71;48.22389537,16.36721296;0902
1230;116;3;1885.31;48.15064287,16.33201897;2302
1070;140;4;1885.03;48.20207,16.34319;0704
1070;140;4;1885.03;48.20207,16.34319;0704
1070;86;3;1883.18;48.2027517,16.3468287;0704
1230;139;5;1882.74;48.144859,16.297634;2307
1140;93;3;1880;48.20181215,16.27567276;1408
1140;152;3;1880;48.20181215,16.27567276;1408
1120;94;4;1878.88;48.1717869,16.3209877;1207
1080;122;5;1875.03;48.213278,16.3495227;0801
1100;92;3;1875;48.1701103,16.34305735;1012
1100;92;3;1875;48.1701103,16.34305735;1012
