POSTCODE;SIZE;NUMBER_OF_ROOMS;PRICE;COORDINATES;ZBEZ
1030;43;1;1000;48.19765,16.39549;0306
1050;45;2;1000;48.18732743,16.35595993;0503
1020;50;2;1000;48.22007,16.39882;0207
1020;50;2;1000;48.22007,16.39882;0207
1020;50;2;1000;48.22007,16.39882;0207
1100;54;2;1000;48.17087152,16.37219972;1005
1220;55;2;1000;48.25266,16.45364;2208
1220;55;2;1000;48.25266,16.45364;2208
1110;56;2;1000;48.16704426,16.42502769;1113
1110;56;2;1000;48.16704426,16.42502769;1113
1100;60;1;1000;48.16724966,16.37270352;1005
1220;60;3;1000;48.23295457,16.4584231;2220
1020;60;2;1000;48.2245407,16.4021206;0201
1160;60;2;1000;48.21063,16.30735;1607
1170;64;2;1000;48.22305,16.31863;1703
1170;65;1;1000;48.22359,16.3305;1701
1070;66;2;1000;48.2027517,16.3468288;0704
1070;66;2;1000;48.2023,16.34043;0704
1030;67;2;1000;48.19893,16.38101;0303
1230;71;2;1000;48.13592,16.26766;2312
1090;71;2;1000;48.23527,16.35748;0901
1090;71;2;1000;48.23171,16.35693;0901
1090;71;2;1000;48.23171,16.35693;0901
1210;72;3;1000;48.26534751,16.43687652;2106
1020;73;2;1000;48.2238829,16.3893969;0201
1030;77;3;1000;48.20272,16.39418;0302
1120;78;3;1000;48.17673,16.34159;1202
1130;80;3;1000;48.19083,16.26809;1304
1050;85;3;1000;48.18872,16.35043;0504
1180;90;3;1000;48.23771,16.3284;1910
1210;91;3;1000;48.26722257,16.39333365;2119
1190;93;2;1000;48.24187,16.32735;1910
1040;110;3;1000;48.19102,16.37556;0402
1120;112;4;1000;48.16068,16.32809;1209
1220;114;5;1000;48.24181,16.48052;2206
1050;45;2;999.99;48.1891,16.3549;0503
1140;54;2;999.99;48.2003354,16.3026104;1401
1210;55;2;999.99;48.2934704,16.4109042;2113
1210;57;2;999.99;48.2934704,16.4109042;2113
1070;58;2;999.99;48.1985787,16.3472627;0703
1060;59;2;999.99;48.1914783,16.3392025;0603
1210;61;3;999.99;48.2949342,16.4117757;2113
1210;63;2;999.99;48.2949342,16.4117757;2113
1210;63;2;999.99;48.2949342,16.4117757;2113
1020;67;2;999.99;48.21890564,16.38948065;0201
1210;67;3;999.99;48.2944605,16.4114566;2113
1210;70;3;999.99;48.25147522,16.4113894;2126
1210;71;3;999.99;48.2641949,16.3924157;2118
1120;74;2;999.98;48.1768,16.33668;1204
1030;50;2;999.97;48.18679445,16.39835271;0311
1180;68;2;999.97;48.23525762,16.31996931;1805
1190;76;0;999.97;48.24752135,16.34378562;1905
1180;77;2;999.97;48.22596674,16.34036889;1802
1100;78;3;999.95;48.17191,16.36819;1005
1010;65;2;999.9;48.2132921,16.367666;0105
1180;74;3;999.86;48.2445511,16.3090348;1805
1120;64;2;999.85;48.1583995,16.29670131;1211
1090;61;2;999.83;48.2310237,16.3546345;0901
1220;56;2;999.82;48.2152329,16.4840611;2223
1090;67;2;999.79;48.21765915,16.35983624;0905
1180;44;2;999.72;48.22344,16.33665;1803
1220;67;3;999.71;48.2065429415,16.5097904205;2227
1040;46;2;999.7;48.1904564,16.3664583;0403
1040;54;2;999.67;48.1889331,16.3655641;0403
1040;54;2;999.67;48.1907626,16.3666031;0403
1210;61;2;999.67;48.24799604,16.4123799;2127
1200;51;2;999.63;48.24286448,16.37875233;2007
1030;52;2;999.62;48.1937278,16.3997062;0306
1090;61;2;999.61;48.2310237,16.3546345;0901
1090;61;2;999.61;48.2310237,16.3546345;0901
1150;65;2;999.61;48.197957,16.320137;1506
1120;95;3;999.61;48.17843561,16.32707371;1205
1120;95;3;999.61;48.17843561,16.32707371;1205
1110;49;2;999.55;48.16704426,16.42502769;1113
1110;58;3;999.55;48.17268199,16.4184947;1102
1210;61;2;999.54;48.2545,16.3967;2122
1190;67;3;999.53;48.23683733,16.3469968;1909
1090;96;2;999.53;48.232,16.35588;0901
1190;54;2;999.52;48.25203,16.29313;1910
1190;54;2;999.52;48.25203,16.29313;1910
1120;75;2;999.52;48.1746457,16.3189085;1207
1030;57;0;999.51;48.1997876,16.3943633;0306
1090;87;2;999.47;48.2286734,16.35155514;0904
1160;67;3;999.41;48.21442434,16.31271776;1604
1160;69;3;999.41;48.21442434,16.31271776;1604
1020;79;3;999.4;48.20508929,16.39788569;0206
1180;79;3;999.37;48.23843,16.31311;1805
1160;49;2;999.36;48.22045369,16.31375846;1605
1190;91;3;999.36;48.2326454,16.35272468;1904
1020;72;2;999.35;48.2271562,16.3873829;0202
1100;67;2;999.34;48.17993928,16.36438574;1006
1020;80;3;999.28;48.2195235,16.3715135;0203
1090;87;2;999.27;48.2286734,16.35155514;0904
1220;66;3;999.16;48.2254,16.4536;2219
1160;59;2;999.12;48.213,16.33129;1601
1100;61;2;999.11;48.16891932,16.34382068;1012
1190;71;2;999.11;48.2418725,16.327143;1910
1210;60;2;999.1;48.28307285,16.41212802;2111
1210;60;2;999.1;48.28307285,16.41212802;2111
1100;99;3;999.09;48.17627973,16.39403371;1001
1200;75;3;999.06;48.2314746,16.3644602;2005
1210;58;2;999.04;48.28307285,16.41212802;2111
1050;64;3;999.04;48.1827586,16.3524599;0502
1220;51;2;999.03;48.23413195,16.48157691;2206
1200;51;2;999.02;48.2397831,16.3766238;2007
1040;52;2;999.01;48.1904361,16.3727529;0402
1160;56;2;999.01;48.21442434,16.31271776;1604
1110;57;2;999.01;48.1716697,16.4143643;1103
1220;66;3;999.01;48.2351828,16.4810643;2206
1220;66;3;999.01;48.2351828,16.4810643;2206
1100;42;2;999;48.17087152,16.37219972;1005
1100;44;2;999;48.15285,16.40364;1016
1030;45;2;999;48.20086721,16.40435315;0310
1100;46;2;999;48.17087152,16.37219972;1005
1180;47;2;999;48.22396607,16.34035984;1803
1180;47;2;999;48.2201956,16.33936137;1803
1180;47;2;999;48.22396607,16.34035984;1803
1180;47;2;999;48.2201956,16.33936137;1803
1180;47;2;999;48.2201956,16.33936137;1803
1030;48;2;999;48.1852442,16.4157587;1101
1100;48;2;999;48.17087152,16.37219972;1005
1100;48;2;999;48.17087152,16.37219972;1005
1200;49;2;999;48.2409546,16.3843564;2002
1030;50;2;999;48.18681392,16.41552504;0307
1200;51;2;999;48.2397831,16.3766238;2007
1200;51;2;999;48.2409546,16.3843564;2002
1200;51;2;999;48.2409546,16.3843564;2002
1200;51;2;999;48.2397831,16.3766238;2007
1040;52;2;999;48.19262056,16.36944746;0403
1200;52;2;999;48.2409546,16.3843564;2002
1200;52;2;999;48.2409546,16.3843564;2002
1040;52;2;999;48.19028731,16.37530329;0402
1200;52;2;999;48.2397831,16.3766238;2007
1040;52;2;999;48.19233126,16.37270328;0402
1040;52;2;999;48.18933362,16.37380681;0402
1190;52;2;999;48.23734969,16.35342317;1904
1030;52;1;999;48.17785875,16.40632845;1104
1110;52;1;999;48.17614111,16.40919593;1103
1130;53;2;999;48.1844482,16.2624994;1304
1200;53;2;999;48.2397831,16.3766238;2007
1200;53;2;999;48.2397831,16.3766238;2007
1130;53;2;999;48.1844482,16.2624994;1304
1140;53;2;999;48.1963464,16.314861;1506
1110;53;2;999;48.18038,16.4161;1102
1140;53;3;999;48.19361,16.31331;1402
1160;54;2;999;48.2078002,16.3055766;1607
1200;54;2;999;48.2397831,16.3766238;2007
1200;54;2;999;48.2397831,16.3766238;2007
1160;54;2;999;48.21442434,16.31271776;1604
1200;54;2;999;48.2418253,16.3748763;2007
1190;54;2;999;48.24598425,16.35827396;1902
1210;55;2;999;48.27394908,16.38581197;2115
1210;55;2;999;48.27394908,16.38581197;2115
1110;55;3;999;48.1722973,16.413734;1103
1110;55;3;999;48.16272,16.45247;1109
1160;56;2;999;48.2078002,16.3055766;1607
1160;56;2;999;48.2078002,16.3055766;1607
1210;56;2;999;48.27394908,16.38581197;2115
1210;56;2;999;48.2557,16.398;2122
1160;56;2;999;48.2078002,16.3055766;1607
1210;56;2;999;48.2557,16.398;2122
1210;56;2;999;48.2557,16.398;2122
1210;56;2;999;48.2557,16.398;2122
1210;58;2;999;48.27394908,16.38581197;2115
1030;58;2;999;48.1853447,16.4143035;0307
1140;59;3;999;48.1963464,16.314861;1506
1140;59;3;999;48.19361,16.31331;1402
1140;59;3;999;48.19361,16.31331;1402
1110;60;2;999;48.1616044,16.4666665;1109
1160;60;2;999;48.215178,16.30338;1606
1110;62;2;999;48.16704426,16.42502769;1113
1110;62;3;999;48.16272,16.45247;1109
1110;62;3;999;48.16272,16.45247;1109
1220;63;3;999;48.21907,16.4827257;2223
1210;63;2;999;48.28307285,16.41212802;2111
1220;63;3;999;48.21907,16.4827257;2223
1210;63;3;999;48.2707824,16.3928927;2119
1100;64;1;999;48.1836594,16.3810534;1001
1100;64;1;999;48.1836594,16.3810534;1001
1120;64;3;999;48.166508,16.31097;1211
1100;64;1;999;48.1876,16.3794;1001
1220;64;3;999;48.22110744,16.45019662;2218
1220;64;3;999;48.22322157,16.45118112;2219
1220;64;3;999;48.2152329,16.4840611;2223
1220;64;3;999;48.2152329,16.4840611;2223
1220;64;2;999;48.22322157,16.45118112;2219
1100;64;1;999;48.1876,16.3794;1001
1200;64;2;999;48.2409546,16.3843564;2002
1100;64;1;999;48.1876,16.3794;1001
1100;64;1;999;48.1876,16.3794;1001
1100;64;1;999;48.1836594,16.3810534;1001
1100;64;1;999;48.1876,16.3794;1001
1220;65;3;999;48.2253224,16.506044;2205
1220;65;2;999;48.22127293,16.45302324;2219
1220;65;3;999;48.2152329,16.4840611;2223
1220;65;2;999;48.2152329,16.4840611;2223
1220;65;2;999;48.2152329,16.4840611;2223
1220;66;2;999;48.2465195,16.48410926;2207
1200;66;2;999;48.2409546,16.3843564;2002
1210;67;2;999;48.26504,16.45278;2106
1210;67;2;999;48.26504,16.45278;2106
1180;68;2;999;48.2473068,16.3014201;1805
1060;68;3;999;48.19468,16.35044;0602
1050;70;0;999;48.18457,16.35398;0503
1050;70;0;999;48.18457,16.35398;0503
1120;70;3;999;48.16186434,16.31635168;1210
1150;71;3;999;48.1943829,16.3235143;1506
1230;71;3;999;48.14628156,16.26601341;2314
1210;71;3;999;48.2770352,16.404805;2111
1060;72;2;999;48.18972571,16.34443589;0602
1100;72;3;999;48.17014,16.35263;1010
1030;74;2;999;48.19816902,16.4046869;0310
1180;74;3;999;48.2335218,16.3226486;1804
1180;74;3;999;48.2335218,16.3226486;1804
1230;75;3;999;48.14968311,16.35201101;2301
1210;76;3;999;48.2719546,16.3904443;2115
1210;76;3;999;48.27394908,16.38581197;2115
1210;76;2;999;48.2719285,16.3866562;2115
1120;76;2;999;48.1717869,16.3209877;1207
1200;76;3;999;48.2332834,16.3747664;2003
1160;76;2;999;48.21129,16.31681;1603
1120;76;2;999;48.1763475,16.3299123;1205
1170;77;3;999;48.2179531,16.323234;1703
1100;78;4;999;48.18050105,16.37413332;1004
1100;80;4;999;48.17087152,16.37219972;1005
1110;82;3;999;48.176527,16.4093909;1103
1030;82;2;999;48.19147946,16.38671703;0304
1130;83;3;999;48.17535568,16.28261912;1306
1210;85;3;999;48.26169,16.4209;2107
1030;86;2;999;48.19199881,16.39016063;0304
1150;89;3;999;48.19641215,16.31851034;1506
1140;93;3;999;48.2210429,16.2277052;1412
1100;110;3;999;48.18120191,16.37348995;1004
1130;118;4;999;48.17535568,16.28261912;1306
1210;45;2;998.99;48.2557,16.398;2122
1200;51;2;998.99;48.2397831,16.3766238;2007
1200;52;2;998.99;48.2397831,16.3766238;2007
1200;53;2;998.99;48.2397831,16.3766238;2007
1200;53;2;998.99;48.2397831,16.3766238;2007
1160;55;2;998.99;48.2134229,16.3130252;1604
1160;56;2;998.99;48.21442434,16.31271776;1604
1160;56;2;998.99;48.21442434,16.31271776;1604
1030;60;2;998.99;48.1867,16.4011;0311
1030;62;2;998.99;48.1867,16.4011;0311
1220;64;3;998.99;48.22322157,16.45118112;2219
1050;85;3;998.98;48.19045,16.36201;0501
1190;66;2;998.87;48.25657765,16.34863503;1906
1190;60;2;998.8;48.2499405,16.3261549;1907
1130;79;3;998.8;48.189343,16.2683618;1304
1130;70;3;998.74;48.1788541,16.2735731;1305
1110;51;1;998.67;48.16704426,16.42502769;1113
1230;56;2;998.62;48.14408006,16.29151928;2307
1210;93;3;998.61;48.2776501,16.4591278;2105
1170;74;2;998.58;48.22137723,16.32950542;1701
1190;50;2;998.53;48.2389448,16.3532557;1904
1100;84;3;998.34;48.17269694,16.35426939;1008
1100;84;3;998.34;48.17269694,16.35426939;1008
1220;71;3;998.32;48.2159062,16.5018738;2205
1220;71;3;998.32;48.2159062,16.5018738;2205
1220;72;3;998.31;48.2159062,16.5018738;2205
1230;57;2;998.3;48.14408006,16.29151928;2307
1110;73;3;998.3;48.1715213,16.4170314;1103
1110;73;3;998.3;48.1715213,16.4170314;1103
1010;84;3;998.12;48.20949279,16.37621327;0101
1030;48;2;998;48.1852442,16.4157587;1101
1060;50;2;998;48.19496801,16.35075399;0602
1170;55;2;998;48.2196037,16.3267376;1702
1180;55;2;998;48.2196037,16.3267376;1702
1190;59;2;998;48.2392085,16.3518576;1904
1100;60;2;998;48.1837416,16.3791877;1001
1120;63;3;998;48.15877,16.31186;1210
1100;65;3;998;48.17209,16.35812;1007
1100;65;3;998;48.17209,16.35812;1007
1130;69;2;998;48.17535568,16.28261912;1306
1220;72;3;998;48.2152329,16.4840611;2223
1220;73;3;998;48.22626061,16.45628323;2219
1100;76;3;998;48.12673101,16.38854573;1019
1230;78;3;998;48.14408006,16.29151928;2307
1080;79;2;998;48.20969,16.35438;0802
1080;80;2;998;48.21191731,16.35384366;0802
1030;82;0;998;48.20413421,16.38581412;0302
1030;82;2;998;48.20423,16.3872;0309
1160;85;2;998;48.21139421,16.33191459;1601
1050;86;3;998;48.18732743,16.35595993;0503
1180;67;2;997.99;48.2358641,16.3191645;1805
1210;57;2;997.94;48.28307285,16.41212802;2111
1050;75;3;997.87;48.18732743,16.35595993;0503
1060;56;2;997.83;48.1896415,16.3462509;0602
1030;66;2;997.8;48.20358928,16.39665777;0302
1050;58;2;997.77;48.19116673,16.35822541;0501
1050;58;2;997.77;48.18945503,16.35700692;0503
1050;58;2;997.77;48.18945503,16.35700692;0503
1210;58;3;997.71;48.26156118,16.40067799;2121
1180;88;3;997.7;48.22837594,16.34109379;1802
1170;78;3;997.61;48.2179531,16.323234;1703
1180;85;3;997.58;48.22656246,16.34429622;1802
1210;65;2;997.54;48.2594273,16.4025685;2121
1040;76;2;997.47;48.19049,16.36833;0403
1040;76;2;997.47;48.19049,16.36833;0403
1040;76;2;997.47;48.1907454,16.3681116;0403
1220;78;3;997.41;48.2158314,16.5010789;2227
1220;78;3;997.4;48.2164304,16.4989515;2205
1210;51;2;997.33;48.25594,16.40192;2123
1020;51;2;997.15;48.2091041,16.415049;0206
1200;83;3;997.12;48.2301796,16.3740167;2003
1060;50;2;996.97;48.19496801,16.35075399;0602
1160;51;2;996.91;48.2065063,16.3318896;1602
1030;63;2;996.83;48.2013488,16.40363141;0310
1130;79;3;996.8;48.189343,16.2683618;1304
1130;64;3;996.64;48.19104,16.27657;1303
1130;64;3;996.64;48.1898818,16.27579164;1303
1130;64;3;996.64;48.19104,16.27657;1303
1100;98;3;996.64;48.17087152,16.37219972;1005
1230;80;3;996.6;48.14177101,16.35482573;2318
1210;53;2;996.55;48.25652163,16.40106593;2123
1230;78;3;996.49;48.13077064,16.28523098;2306
1220;42;2;996.33;48.235183,16.481064;2206
1140;77;2;996.08;48.20181215,16.27567276;1408
1160;56;2;996.06;48.21442434,16.31271776;1604
1210;61;3;996.03;48.2626121,16.39879546;2121
1070;63;3;996;48.203026,16.346519;0704
1010;63;2;996;48.215,16.36876;0105
1090;63;1;996;48.2162415,16.3478422;0903
1100;76;0;996;48.17575,16.36229;1007
1120;103;4;996;48.17198,16.32911;1208
1020;85;2;995.93;48.22121607,16.37185141;0203
1080;69;2;995.87;48.20868423,16.34871373;0802
1130;68;3;995.65;48.19011086,16.28017247;1303
1130;60;2;995.5;48.17535568,16.28261912;1306
1160;69;3;995.34;48.21442434,16.31271776;1604
1180;80;3;995.29;48.225924,16.33828563;1802
1180;80;3;995.29;48.225924,16.33828563;1802
1190;53;2;995.21;48.23621883,16.35409985;1904
1060;57;2;995.14;48.19619073,16.34864283;0603
1060;70;2;995.07;48.1908894,16.3391268;0603
1060;70;2;995.07;48.1908894,16.3391268;0603
1030;56;2;995.01;48.1902087,16.4151263;0307
1030;56;2;995.01;48.1902087,16.4151263;0307
1060;57;3;995.01;48.1939599,16.3540075;0602
1060;57;3;995.01;48.1943142,16.3539616;0602
1220;58;2;995.01;48.2351828,16.4810643;2206
1040;69;2;995.01;48.1841033,16.3684306;0502
1030;80;3;995.01;48.18748,16.42014;0307
1030;46;2;995;48.18483,16.41239;0307
1120;46;2;995;48.17198,16.32911;1208
1030;46;2;995;48.18483,16.41239;0307
1120;46;2;995;48.17599365,16.33741156;1204
1050;46;2;995;48.18413,16.36724;0502
1120;46;2;995;48.17599365,16.33741156;1204
1190;48;2;995;48.242265,16.3235845;1910
1080;48;1;995;48.20906,16.35067;0802
1100;49;2;995;48.18552,16.3802;1001
1120;50;2;995;48.17599365,16.33741156;1204
1150;50;2;995;48.1877986,16.336809;1504
1120;50;2;995;48.17198,16.32911;1208
1180;51;2;995;48.224521,16.339702;1803
1010;54;2;995;48.211,16.3642;0104
1140;55;2;995;48.20805,16.23493;1411
1160;56;2;995;48.20784,16.33747;1602
1130;57;0;995;48.17745207,16.26204448;1305
1220;58;2;995;48.25690841674805,16.448869705200195;2208
1190;62;2;995;48.237083,16.332735;1910
1120;62;2;995;48.1809361,16.3440816;1202
1220;63;2;995;48.2221392,16.4768792;2221
1210;63;2;995;48.26459,16.45405;2106
1080;64;2;995;48.208849,16.3449047;0802
1080;64;2;995;48.20951929,16.34643788;0802
1080;64;2;995;48.208849,16.3449047;0802
1020;66;2;995;48.209104,16.415049;0206
1100;66;3;995;48.17617,16.36534;1006
1130;70;3;995;48.18995,16.28156;1303
1180;70;3;995;48.23537326,16.31489368;1805
1090;70;3;995;48.21769733,16.34594808;0903
1140;71;2;995;48.2016,16.3099;1401
1190;72;0;995;48.26071356,16.36390974;1901
1190;72;2;995;48.25947163,16.36398547;1901
1130;73;3;995;48.17535568,16.28261912;1306
1160;79;3;995;48.211146,16.307247;1607
1190;80;2;995;48.2499405,16.3261549;1907
1180;80;0;995;48.2316914,16.34317028;1801
1030;82;2;995;48.19147946,16.38671703;0304
1080;83;3;995;48.20861,16.34659;0802
1230;83;3;995;48.1346,16.27744;2311
1050;94;3;995;48.18754741,16.35577403;0503
1220;57;2;994.99;48.2309472,16.4609935;2231
1160;61;2;994.99;48.21442434,16.31271776;1604
1160;61;2;994.99;48.21442434,16.31271776;1604
1220;57;2;994.98;48.2309472,16.4609935;2231
1080;68;2;994.98;48.210593,16.3518162;0802
1220;57;2;994.97;48.2309472,16.4609935;2231
1220;57;2;994.95;48.2309472,16.4609935;2231
1220;57;2;994.95;48.2309472,16.4609935;2231
1220;57;2;994.95;48.2309472,16.4609935;2231
1180;53;2;994.55;48.22344,16.33665;1803
1010;56;0;994.45;48.21140536,16.38048723;0102
1010;56;2;994.44;48.210686,16.3767594;0101
1010;56;2;994.44;48.210686,16.3767594;0101
1180;70;3;994.42;48.22252039,16.34003114;1803
1210;65;3;994.14;48.28307285,16.41212802;2111
1220;56;2;994;48.21496,16.48795;2223
1080;64;2;994;48.21023994,16.34637662;0802
1060;68;3;994;48.19496801,16.35075399;0602
1090;71;2;994;48.23171,16.35693;0901
1090;71;2;994;48.23171,16.35693;0901
1090;71;2;994;48.23171,16.35693;0901
1130;72;3;994;48.1874122,16.2991626;1302
1160;60;3;993.88;48.21442434,16.31271776;1604
1040;76;2;993.8;48.19262056,16.36944746;0403
1040;76;2;993.8;48.19262056,16.36944746;0403
1210;61;2;993.78;48.2487236,16.4127985;2126
1180;67;2;993.78;48.22344,16.33665;1803
1100;83;0;993.33;48.17551922,16.38520713;1002
1100;83;0;993.33;48.17551922,16.38520713;1002
1220;71;3;993.32;48.2155748,16.5030226;2227
1220;72;3;993.31;48.2159062,16.5018738;2205
1030;63;1;993.3;48.2061274,16.3953465;0301
1100;80;3;993.2;48.17087152,16.37219972;1005
1020;56;2;993.07;48.22401097,16.39420474;0201
1200;72;2;993.02;48.2486675,16.3774908;2001
1200;72;2;993.02;48.235668,16.373098;2006
1230;53;2;993;48.144859,16.297634;2307
1230;53;2;993;48.14408006,16.29151928;2307
1020;75;2;993;48.22033,16.38655;0202
1140;68;3;992.99;48.2025,16.2986;1405
1190;53;2;992.89;48.2392085,16.3518576;1904
1210;59;2;992.81;48.28307285,16.41212802;2111
1210;85;3;992.75;48.277035,16.404805;2111
1210;64;2;992.72;48.28743401,16.38607977;2114
1210;61;2;992.62;48.2545,16.3967;2122
1210;61;2;992.62;48.2545,16.3967;2122
1220;86;3;992.5;48.23149325,16.44134158;2217
1190;72;3;992.36;48.24140526,16.32726659;1910
1130;80;3;992.27;48.1757408,16.2586298;1305
1100;49;2;992;48.156464,16.391068;1016
1100;49;2;992;48.156464,16.391068;1016
1200;57;2;992;48.2486675,16.3774908;2001
1200;57;2;992;48.2486675,16.3774908;2001
1190;57;2;991.68;48.2596096,16.3671079;1901
1210;64;2;991.66;48.25576,16.41853;2124
1210;64;2;991.66;48.25576,16.41853;2124
1040;76;2;991.64;48.18933789,16.36793464;0403
1040;76;2;991.6;48.18933789,16.36793464;0403
1050;58;2;991.4;48.19116673,16.35822541;0501
1050;58;2;991.4;48.1890683,16.35698718;0503
1050;58;2;991.4;48.1890683,16.35698718;0503
1040;76;2;991.38;48.1899754,16.3689269;0403
1040;76;2;991.37;48.19262056,16.36944746;0403
1030;52;2;991;48.1987391,16.39785428;0306
1040;77;2;991;48.18988724,16.36770886;0403
1080;65;3;990.74;48.21396,16.34245;0803
1070;59;2;990.5;48.20322954,16.34679923;0704
1050;59;2;990.26;48.1870447,16.35217961;0503
1010;43;2;990.06;48.20874067,16.37788335;0101
1130;60;2;990.02;48.1757408,16.2586298;1305
1210;58;3;990.01;48.2632037,16.4374826;2106
1010;62;1;990.01;48.2145822,16.36671716;0105
1010;62;1;990.01;48.2145822,16.36671716;0105
1120;45;2;990;48.17198,16.32911;1208
1100;45;2;990;48.1803,16.38536;1001
1100;45;2;990;48.18124,16.38432;1001
1120;45;2;990;48.17198,16.32911;1208
1100;46;2;990;48.18124,16.38432;1001
1220;46;2;990;48.23372,16.41011;2232
1120;47;0;990;48.17843598,16.32220964;1206
1020;48;2;990;48.21647,16.3794;0204
1100;49;2;990;48.18552,16.3802;1001
1070;50;3;990;48.20322954,16.34679923;0704
1220;50;2;990;48.2152329,16.4840611;2223
1140;50;2;990;48.20181215,16.27567276;1408
1220;50;1;990;48.2371768,16.414707;2232
1030;50;2;990;48.18858,16.39812;0311
1050;51;2;990;48.18288038,16.36257711;0502
1030;51;2;990;48.1859,16.4128;0307
1120;52;2;990;48.1856,16.34157;1201
1150;52;2;990;48.19625497,16.32577932;1506
1120;52;2;990;48.1856,16.34157;1201
1120;52;2;990;48.1856,16.34157;1201
1020;52;2;990;48.21927,16.38264;0204
1030;52;2;990;48.18562834,16.41291193;0307
1100;53;2;990;48.165434,16.3510482;1021
1230;53;2;990;48.14473,16.32048;2304
1020;53;2;990;48.209104,16.415049;0206
1230;53;2;990;48.14473,16.32048;2304
1020;53;2;990;48.21852,16.40343;0207
1030;53;2;990;48.1859,16.4128;0307
1090;53;2;990;48.22077,16.36531;0902
1230;54;2;990;48.13884,16.32187;2302
1060;55;2;990;48.19318012,16.34251203;0603
1100;55;2;990;48.16520833,16.34905655;1021
1140;55;2;990;48.20181215,16.27567276;1408
1120;56;3;990;48.1781808,16.3324343;1204
1030;56;2;990;48.185283,16.414585;0307
1100;56;2;990;48.165988,16.351224;1021
1210;58;3;990;48.2632037,16.4374826;2106
1220;58;2;990;48.235721588134766,16.488529205322266;2206
1210;58;3;990;48.2632037,16.4374826;2106
1040;58;2;990;48.19464,16.36845;0403
1140;58;2;990;48.2005301,16.3140236;1401
1210;59;3;990;48.2632037,16.4374826;2106
1210;59;3;990;48.2632037,16.4374826;2106
1210;59;3;990;48.2632037,16.4374826;2106
1230;59;3;990;48.15399373,16.29265666;2309
1220;59;2;990;48.2477,16.43407;2210
1210;60;3;990;48.2633116,16.4412349;2106
1210;60;3;990;48.2632037,16.4374826;2106
1210;60;3;990;48.2632037,16.4374826;2106
1100;60;3;990;48.17733596,16.36548228;1006
1190;60;2;990;48.2499405,16.3261549;1907
1080;60;2;990;48.20881,16.34489;0802
1020;60;2;990;48.22662,16.39576;0201
1050;60;2;990;48.18847,16.35238;0504
1110;60;2;990;48.1616,16.46666;1109
1150;61;2;990;48.18985559,16.33118425;1505
1130;61;3;990;48.17092414,16.29570161;1308
1210;62;3;990;48.2633116,16.4412349;2106
1210;62;3;990;48.2633116,16.4412349;2106
1210;62;3;990;48.2633116,16.4412349;2106
1220;62;2;990;48.21670503,16.4867038;2223
1220;62;3;990;48.22065206,16.4691862;2222
1210;63;3;990;48.2633116,16.4412349;2106
1050;63;2;990;48.185783,16.354124;0503
1210;63;3;990;48.25317,16.41952;2125
1080;63;2;990;48.2151701,16.3464298;0801
1020;64;2;990;48.2028,16.41967;0208
1120;64;2;990;48.18576,16.34082;1201
1220;64;2;990;48.2152329,16.4840611;2223
1030;65;3;990;48.1832641,16.3923392;0308
1080;65;2;990;48.21452,16.34409;0803
1210;65;3;990;48.28307285,16.41212802;2111
1150;65;2;990;48.1879999,16.3335888;1504
1200;66;3;990;48.23277,16.38814;2002
1120;67;3;990;48.1814,16.34229;1202
1030;67;3;990;48.1832641,16.3923392;0308
1120;67;3;990;48.1814,16.34229;1202
1220;68;3;990;48.24954701,16.4561398;2208
1120;68;3;990;48.17862945,16.33434183;1204
1090;68;2;990;48.22682,16.35527;0901
1040;68;2;990;48.1876979,16.3681375;0404
1190;68;3;990;48.2499405,16.3261549;1907
1170;68;3;990;48.2239851,16.308828;1703
1100;68;3;990;48.1661407,16.3799986;1003
1090;68;2;990;48.2162415,16.3478422;0903
1040;68;2;990;48.1876979,16.3681375;0404
1070;69;2;990;48.2055599,16.3473961;0705
1140;69;3;990;48.19135622,16.30063564;1403
1120;70;3;990;48.18036827,16.32793685;1205
1120;70;2;990;48.18005,16.34265;1202
1210;70;3;990;48.25889,16.39614;2122
1180;70;2;990;48.22217,16.34156;1803
1130;70;2;990;48.17942,16.27694;1305
1050;70;3;990;48.1819577,16.3528277;0502
1030;70;2;990;48.19007,16.38906;0304
1220;70;2;990;48.23625,16.42369;2232
1040;71;3;990;48.18697,16.37316;0402
1030;71;3;990;48.1958348,16.3984411;0306
1020;72;2;990;48.2238829,16.3893969;0201
1030;72;3;990;48.1948,16.39399;0305
1230;72;3;990;48.1436039,16.2799036;2310
1030;72;3;990;48.1948,16.39399;0305
1190;72;3;990;48.265968,16.340522;1901
1020;72;2;990;48.22434,16.38708;0202
1120;72;2;990;48.17198,16.32911;1208
1170;73;2;990;48.2287971,16.2981289;1705
1230;74;2;990;48.14346,16.33075;2302
1220;74;3;990;48.2488531,16.4511904;2208
1220;75;3;990;48.25867783,16.54007239;2203
1230;75;4;990;48.13461,16.26129;2312
1200;76;3;990;48.23693,16.37949;2007
1140;76;3;990;48.20129,16.25992;1410
1030;76;3;990;48.20319799,16.38659868;0309
1030;76;3;990;48.20457256,16.38653118;0302
1230;76;3;990;48.1424776,16.29191269;2307
1200;76;3;990;48.23345178,16.38531885;2002
1190;76;3;990;48.265968,16.340522;1901
1170;77;3;990;48.2210843,16.3229217;1703
1130;77;3;990;48.1724241,16.2869183;1308
1120;78;3;990;48.1864,16.3389;1201
